Date,Time,Hours,day of week,total,Place Eng,Day Time ,Amount of items ,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
19/12/2019,13:04:00,13,Thur,16400,Hupyeong-3-dong,Afternoon,3,3,,,,,,,,,,,,,,,,,,,,,,
19/12/2019,13:06:00,13,Thur,32500,Mion-dong,Afternoon,9,,1,1,,2,,1,,2,,,,1,,,,,,1,,,,
19/12/2019,13:21:00,13,Thur,14300,Mion-dong,Afternoon,4,,2,1,,,,,,,,,,,1,,,,,,,,,
19/12/2019,13:53:00,13,Thur,16600,Soyang-dong,Afternoon,4,2,,,,,,,,,,,,,,,,,,2,,,,
20/12/2019,11:18:00,11,Fri,16800,Seoksa-dong,Morning,3,1,,,,,,1,,,,,,,,,,,1,,,,,
20/12/2019,11:53:00,11,Fri,16300,Toege-dong,Morning,3,1,,,1,,,1,,,,,,,,,,,,,,,,
20/12/2019,13:29:00,13,Fri,21600,Gangnam-dong,Afternoon,4,2,,,,,,,,,2,,,,,,,,,,,,,
20/12/2019,14:29:00,14,Fri,19300,Myunwha-dong,Afternoon,4,1,1,,,,,1,,,,,,,,,,,1,,,,,
20/12/2019,15:37:00,15,Fri,16800,Seoksa-dong,Afternoon,4,1,1,1,1,,,,,,,,,,,,,,,,,,,
20/12/2019,16:43:00,16,Fri,31100,Seoksa-dong,Evening,7,2,2,,,2,,,,,,,,,,,,,1,,,,,
21/12/2019,11:04:00,11,Sat,15100,Hupyeong-3-dong,Morning,3,1,,,,,,1,,,,,,,1,,,,,,,,,
21/12/2019,11:52:00,11,Sat,14800,Hoza-2-dong,Morning,3,1,,,,,,,,1,,,,,,,,,1,,,,,
21/12/2019,12:02:00,12,Sat,19800,Hupyeong-2-dong,Morning,4,1,,,1,,,,,,,,,,,,,,1,,,1,,
21/12/2019,12:17:00,12,Sat,15300,Hupyeong-1-dong,Morning,3,1,,,1,,,1,,,,,,,,,,,,,,,,
21/12/2019,12:24:00,12,Sat,25300,Mion-dong,Morning,6,1,,,2,,,,,1,1,,,,,,,,,1,,,,
21/12/2019,13:29:00,13,Sat,18500,Hupyeong-2-dong,Afternoon,5,,,,,4,,,,,,,,,,,,,,1,,,,
21/12/2019,13:58:00,13,Sat,20000,Toege-dong,Afternoon,5,,1,,,1,,,1,1,,,,,,,,,,1,,,,
21/12/2019,14:18:00,14,Sat,15800,Hoza-3-dong,Afternoon,3,1,,,,,1,1,,,,,,,,,,,,,,,,
21/12/2019,14:28:00,14,Sat,18500,Hupyeong-1-dong,Afternoon,4,,,,,,,,1,1,,,,1,,,,,1,,,,,
21/12/2019,14:43:00,14,Sat,30900,Hoza-2-dong,Afternoon,7,2,,,,1,,,1,1,,,,,1,,,,1,,,,,
22/12/2019,11:05:00,11,Sun,14800,Hupyeong-3-dong,Morning,3,1,,,,1,,,,,,,,,,,,,,,1,,,
22/12/2019,11:33:00,11,Sun,46000,Mion-dong,Morning,12,2,3,,,4,,,,,,,,,,1,,,1,1,,,,
22/12/2019,11:38:00,11,Sun,19300,Mion-dong,Morning,4,1,,,,,,1,,1,,,,,,,,,1,,,,,
22/12/2019,12:21:00,12,Sun,19300,Seoksa-dong,Morning,4,1,,,2,,,,,1,,,,,,,,,,,,,,
22/12/2019,13:54:00,13,Sun,15300,Hoza-2-dong,Afternoon,3,1,,,1,,,1,,,,,,,,,,,,,,,,
22/12/2019,14:03:00,14,Sun,16000,Hupyeong-2-dong,Afternoon,4,,4,,,,,,,,,,,,,,,,,,,,,
22/12/2019,14:17:00,14,Sun,20300,Seoksa-dong,Afternoon,4,1,1,,,,,,,,,,,,,,,,1,,1,,,
22/12/2019,14:35:00,14,Sun,19300,Hupyeong-1-dong,Afternoon,4,1,,,2,,,1,,,,,,,,,,,,,,,,
22/12/2019,14:45:00,14,Sun,19000,Hupyeong-1-dong,Afternoon,4,,,,,1,,1,,,,,,,,1,,,1,,,,,
22/12/2019,15:10:00,15,Sun,15000,Hoza-2-dong,Afternoon,3,,,,1,,1,1,,,,,,,,,,,,,,,,
22/12/2019,15:53:00,15,Sun,19600,Hoza-2-dong,Afternoon,4,2,,,,1,,1,,,,,,,,,,,,,,,,
23/12/2019,11:31:00,11,Mon,26100,Seoksa-dong,Morning,5,2,,,,,,,1,,1,,,,,,1,,,,,,,
23/12/2019,12:06:00,12,Mon,23800,Hupyeong-2-dong,Morning,5,1,,,,,,1,2,,,,,1,,,,,,,,,,
23/12/2019,13:05:00,13,Mon,25600,Mion-dong,Afternoon,6,2,,,1,,,,,,,,,,,,1,,,2,,,,
23/12/2019,13:37:00,13,Mon,27300,Hupyeong-2-dong,Afternoon,6,1,,,2,1,,,,,,,,1,,,,,1,,,,,
23/12/2019,13:57:00,13,Mon,30300,Sinsa U-dong,Afternoon,6,1,,,,,3,,,1,,,,1,,,,,,,,,,
23/12/2019,14:42:00,14,Mon,19500,Toege-dong,Afternoon,5,,,,,1,,1,,1,,,,,,,,,,2,,,,
23/12/2019,15:03:00,15,Mon,14000,Hupyeong-1-dong,Afternoon,3,1,1,,,,,,,,,,,,,,,,1,,,,,
24/12/2019,11:13:00,11,Tues,15300,Mion-dong,Morning,3,1,,,1,,,1,,,,,,,,,,,,,,,,
24/12/2019,11:17:00,11,Tues,21400,Joun-dong,Morning,5,3,,,,,,,,,,,,,,,,,,2,,,,
24/12/2019,13:14:00,13,Tues,19300,Hupyeong-1-dong,Afternoon,4,,,,,,,1,,,,,,,1,,1,,,,,,,1
25/12/2019,11:29:00,11,Wed,24100,Mion-dong,Morning,5,2,1,,,,,1,,,,,,,,,,,1,,,,,
25/12/2019,11:55:00,11,Wed,15300,Hupyeong-1-dong,Morning,4,1,1,1,,1,,,,,,,,,,,,,,,,,,
25/12/2019,12:16:00,12,Wed,14800,Soyang-dong,Morning,3,1,,,,1,,1,,,,,,,,,,,,,,,,
25/12/2019,14:47:00,14,Wed,20000,Go-dong,Afternoon,4,,,,1,,,1,,,,,,,,,1,,,,1,,,
25/12/2019,15:00:00,15,Wed,18300,Hupyeong-2-dong,Afternoon,4,1,,,,2,1,,,,,,,,,,,,,,,,,
25/12/2019,17:14:00,17,Wed,17000,Hupyeong-2-dong,Evening,4,,3,,,,,,,,,,,,,,,,,,1,,,
26/12/2019,12:16:00,12,Thur,20500,Hoza-2-dong,Morning,5,,1,1,,,,1,,,,,,,,,,,1,,1,,,
26/12/2019,12:18:00,12,Thur,26600,Seoksa-dong,Morning,5,2,,,,,,1,,,,,,1,,,1,,,,,,,
26/12/2019,13:47:00,13,Thur,14500,Hupyeong-3-dong,Afternoon,3,,,,,1,,2,,,,,,,,,,,,,,,,
26/12/2019,14:06:00,14,Thur,15600,Go-dong,Afternoon,3,2,,,1,,,,,,,,,,,,,,,,,,,
26/12/2019,15:18:00,15,Thur,15300,Toege-dong,Afternoon,3,,,,,,,,1,,,,,,1,,,,1,,,,,
27/12/2019,11:39:00,11,Fri,16300,Hoza-3-dong,Morning,4,1,1,1,,,,1,,,,,,,,,,,,,,,,
27/12/2019,12:45:00,12,Fri,15800,Joun-dong,Morning,3,1,,,,,,1,,,,,,,,,,,1,,,,,
27/12/2019,12:49:00,12,Fri,15000,Mion-dong,Morning,4,,,,,1,,,,2,,,,,,,,,,1,,,,
28/12/2019,11:10:00,11,Sat,16100,Soyang-dong,Morning,3,2,,,,,,1,,,,,,,,,,,,,,,,
28/12/2019,11:48:00,11,Sat,14800,Hoza-3-dong,Morning,3,1,,,,,,1,,1,,,,,,,,,,,,,,
28/12/2019,12:04:00,12,Sat,17000,Hupyeong-3-dong,Morning,5,,1,2,,,,,1,,,,,,,,,,1,,,,,
28/12/2019,12:09:00,12,Sat,22300,Hupyeong-3-dong,Morning,5,1,,,,,,,1,,,,,,,2,,,,1,,,,
28/12/2019,12:35:00,12,Sat,20900,Hupyeong-1-dong,Morning,4,3,,,,,,1,,,,,,,,,,,,,,,,
28/12/2019,13:09:00,13,Sat,35600,Hupyeong-1-dong,Afternoon,7,7,,,,,,,,,,,,,,,,,,,,,,
28/12/2019,13:12:00,13,Sat,18800,Hupyeong-2-dong,Afternoon,4,1,,,1,,,,,1,,,,,,,,,1,,,,,
28/12/2019,13:31:00,13,Sat,21500,Go-dong,Afternoon,5,,,,,3,1,1,,,,,,,,,,,,,,,,
28/12/2019,13:47:00,13,Sat,18800,Mion-dong,Afternoon,4,1,1,,1,,,1,,,,,,,,,,,,,,,,
28/12/2019,14:20:00,14,Sat,22000,Seoksa-dong,Afternoon,4,,,,,,,,,,,,,,,2,2,,,,,,,
28/12/2019,14:51:00,14,Sat,17000,Toege-dong,Afternoon,4,,,,,4,,,,,,,,,,,,,,,,,,
28/12/2019,14:55:00,14,Sat,21500,Toege-dong,Afternoon,5,,2,,,,,1,,2,,,,,,,,,,,,,,
28/12/2019,14:58:00,14,Sat,24300,Hupyeong-2-dong,Afternoon,4,1,1,,,,,,,,1,,,,,,1,,,,,,,
28/12/2019,15:52:00,15,Sat,19300,Hupyeong-3-dong,Afternoon,5,1,,,,1,,,1,,,,,,,,,,,2,,,,
28/12/2019,16:18:00,16,Sat,58900,Mion-dong,Evening,14,3,2,,,4,,3,2,,,,,,,,,,,,,,,
28/12/2019,16:38:00,16,Sat,21100,Mion-dong,Evening,4,2,,,,,,,,,1,,,,,,1,,,,,,,
29/12/2019,11:16:00,11,Sun,14000,Joun-dong,Morning,3,1,,,,,,1,,1,,,,,,,,,,,,,,
29/12/2019,11:34:00,11,Sun,15300,Go-dong,Morning,3,1,,,1,,,1,,,,,,,,,,,,,,,,
29/12/2019,12:11:00,12,Sun,15300,Mion-dong,Morning,3,1,,,,,,,1,,,,,,,,,,1,,,,,
29/12/2019,12:24:00,12,Sun,23900,Hupyeong-1-dong,Morning,5,4,1,,,,,,,,,,,,,,,,,,,,,
29/12/2019,12:39:00,12,Sun,14800,Mion-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
29/12/2019,12:52:00,12,Sun,23800,Hoza-3-dong,Morning,5,2,1,,,,,1,,,,,,,,,1,,,,,,,
29/12/2019,13:03:00,13,Sun,19800,Hoza-3-dong,Afternoon,5,,1,1,,,,,,,,,,,1,,,,1,,1,,,
29/12/2019,13:34:00,13,Sun,14800,Hupyeong-3-dong,Afternoon,3,1,,,,,,,,1,,,,,,1,,,,,,,,
29/12/2019,13:43:00,13,Sun,15800,Hoza-1-dong,Afternoon,3,1,,,,,,,1,,,,,,,,1,,,,,,,
29/12/2019,14:26:00,14,Sun,14800,Mion-dong,Afternoon,3,1,,,,,,,,1,,,,,,,,,,,1,,,
29/12/2019,14:32:00,14,Sun,15000,Hupyeong-3-dong,Afternoon,3,,,,1,,,1,,,,,,,,1,,,,,,,,
29/12/2019,14:39:00,14,Sun,14000,Hupyeong-2-dong,Afternoon,3,,1,,1,,1,,,,,,,,,,,,,,,,,
29/12/2019,14:42:00,14,Sun,22800,Mion-dong,Afternoon,5,1,,,1,,,,1,1,,,,,,,,,,,1,,,
29/12/2019,16:02:00,16,Sun,25500,Sinsa U-dong,Evening,6,,1,,1,,,,,,1,,,,,,,,1,2,,,,
30/12/2019,11:27:00,11,Mon,19800,Mion-dong,Morning,4,1,,,1,,,1,,,,,,,,,,,1,,,,,
30/12/2019,11:44:00,11,Mon,15300,Seoksa-dong,Morning,4,1,1,1,,,,,,,,,,,,,,,,1,,,,
30/12/2019,12:23:00,12,Mon,91300,Seoksa-dong,Morning,21,6,,,,,,6,,6,,,,,,2,,,,1,,,,
30/12/2019,14:35:00,14,Mon,53900,Sinsa U-dong,Afternoon,12,3,1,,,4,,,,,2,,,,,,,,2,,,,,
30/12/2019,15:12:00,15,Mon,16100,Hoza-1-dong,Afternoon,3,2,,,,,,1,,,,,,,,,,,,,,,,
30/12/2019,15:22:00,15,Mon,26100,Toege-dong,Afternoon,5,2,,,,,,,,,,,,2,,,,,1,,,,,
30/12/2019,15:44:00,15,Mon,15800,Joun-dong,Afternoon,4,1,,,,,,,,,,,,,,,,,,2,,,,1
02/01/2020,11:22:00,11,Thur,15000,Seoksa-dong,Morning,4,,1,1,,1,,,,1,,,,,,,,,,,,,,
02/01/2020,11:23:00,11,Thur,20300,Mion-dong,Morning,4,1,,,,,,1,,,,,,,,1,,,1,,,,,
02/01/2020,11:33:00,11,Thur,42900,Toege-dong,Morning,8,3,,,,1,,,,,1,,,,,1,,,1,,,,,1
02/01/2020,12:17:00,12,Thur,16500,Hupyeong-3-dong,Morning,4,,1,,1,,1,,,,,,,,,,,,,1,,,,
02/01/2020,12:27:00,12,Thur,14300,Hoza-2-dong,Morning,3,2,1,,,,,,,,,,,,,,,,,,,,,
02/01/2020,12:33:00,12,Thur,14800,Hupyeong-1-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
02/01/2020,12:50:00,12,Thur,29300,Hoza-3-dong,Morning,4,1,,,,,,1,,,,,,1,,,,,1,,,,,
02/01/2020,14:06:00,14,Thur,17600,Toege-dong,Afternoon,4,2,1,1,,,,,,,,,,,,,,,,,,,,
02/01/2020,14:16:00,14,Thur,16500,Hupyeong-2-dong,Afternoon,4,,,,,1,,,1,2,,,,,,,,,,,,,,
02/01/2020,15:40:00,15,Thur,46900,Sinsa U-dong,Afternoon,9,8,,,,,,1,,,,,,,,,,,,,,,,
03/01/2020,11:03:00,11,Fri,21600,Toege-dong,Morning,4,2,,,,,,,,,,,,,,1,,,,,1,,,
03/01/2020,11:14:00,11,Fri,15500,Soyang-dong,Morning,3,,,,,,,,,,,,,1,,1,,,1,,,,,
03/01/2020,11:17:00,11,Fri,20300,Toege-dong,Morning,4,1,,,,1,,1,,,,,,,,,,,1,,,,,
03/01/2020,11:59:00,11,Fri,16300,Hupyeong-3-dong,Morning,4,1,,,,,,,,,1,,,,,,,,,2,,,,
03/01/2020,13:44:00,13,Fri,17300,Hupyeong-3-dong,Afternoon,4,1,1,,,,,1,,,,,,,,,,,,1,,,,
03/01/2020,14:05:00,14,Fri,17000,Hupyeong-3-dong,Afternoon,3,,1,,,1,,,,,,,,,,1,,,,,,,,
03/01/2020,14:17:00,14,Fri,43100,Hoza-1-dong,Afternoon,9,2,,,,,,4,,,,,,,,2,,,1,,,,,
03/01/2020,14:18:00,14,Fri,18000,Gangnam-dong,Afternoon,4,,1,,,2,,,,,,,,,,,,,1,,,,,
03/01/2020,15:41:00,15,Fri,16100,Hoza-2-dong,Afternoon,3,2,,,,,,,,,,,,,,,,,1,,,,,
03/01/2020,16:06:00,16,Fri,17300,Joun-dong,Evening,4,,1,,,,1,,,1,,,,,1,,,,,,,,,
03/01/2020,16:25:00,16,Fri,15100,Hoza-2-dong,Evening,3,1,,,,,,,,,,,,,1,,,,1,,,,,
03/01/2020,17:23:00,17,Fri,20600,Hupyeong-2-dong,Evening,4,2,,,,,,,,,,,,,,,,,2,,,,,
04/01/2020,11:03:00,11,Sat,23800,Mion-dong,Morning,5,1,,,,,1,1,,1,,,,,,,,1,,,,,,
04/01/2020,11:10:00,11,Sat,14800,Hupyeong-3-dong,Morning,3,1,,,1,,,,1,,,,,,,,,,,,,,,
04/01/2020,12:51:00,12,Sat,24800,Namion-dong,Morning,5,2,1,,,,,,,,,,,,,,1,,1,,,,,
04/01/2020,14:36:00,14,Sat,15300,Hupyeong-1-dong,Afternoon,3,1,,,1,,1,,,,,,,,,,,,,,,,,
04/01/2020,14:52:00,14,Sat,17400,Toege-dong,Afternoon,3,3,,,,,,,,,,,,,,,,,,,,,,
04/01/2020,16:02:00,16,Sat,15100,Hupyeong-3-dong,Evening,3,1,,,,,,,,,,,,,1,,,,,,1,,,
04/01/2020,17:23:00,17,Sat,16500,Hupyeong-3-dong,Evening,5,,,,,,,,,,,,,,,,,,1,4,,,,
05/01/2020,11:03:00,11,Sun,16800,Seoksa-dong,Morning,3,1,,,,,,,,,,,,1,,,,,1,,,,,
05/01/2020,11:10:00,11,Sun,18600,Mion-dong,Morning,4,2,,,,,,,,,1,,,,,,,,,1,,,,
05/01/2020,11:13:00,11,Sun,26700,Hupyeong-1-dong,Morning,6,4,,1,1,,,,,,,,,,,,,,,,,,,
05/01/2020,11:19:00,11,Sun,14300,Go-dong,Morning,3,1,,,,,,,1,1,,,,,,,,,,,,,,
05/01/2020,11:23:00,11,Sun,18000,Go-dong,Morning,4,,,,1,,,1,,,,,,,,,1,,,1,,,,
05/01/2020,12:15:00,12,Sun,16400,Myunwha-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
05/01/2020,12:37:00,12,Sun,14300,Mion-dong,Morning,3,1,1,,,,,,1,,,,,,,,,,,,,,,
05/01/2020,13:49:00,13,Sun,20300,Toege-dong,Afternoon,4,1,,,,1,,1,,,,,,,,,,,1,,,,,
05/01/2020,13:59:00,13,Sun,14500,Hupyeong-1-dong,Afternoon,4,,,,,1,,,1,,,,,,,,,,,2,,,,
05/01/2020,14:06:00,14,Sun,23800,Mion-dong,Afternoon,5,1,1,,,,,1,,,,,,,,,,,1,,1,,,
05/01/2020,14:46:00,14,Sun,18300,Hupyeong-2-dong,Afternoon,4,1,1,,,1,,,,,,,,,,,,,1,,,,,
05/01/2020,14:54:00,14,Sun,14300,Go-dong,Afternoon,3,1,1,,1,,,,,,,,,,,,,,,,,,,
05/01/2020,15:06:00,15,Sun,24400,Hupyeong-2-dong,Afternoon,3,1,1,,,,,,,,,,,1,,,,,,,,,,
05/01/2020,16:54:00,16,Sun,15300,Hupyeong-3-dong,Evening,3,1,,,1,,,,,,,,,,,,,,1,,,,,
05/01/2020,17:25:00,17,Sun,19600,Mion-dong,Evening,4,2,,,,,,,,1,,,,,,,,,1,,,,,
06/01/2020,12:25:00,12,Mon,14800,Mion-dong,Morning,3,1,1,,,,1,,,,,,,,,,,,,,,,,
06/01/2020,12:30:00,12,Mon,30800,Hupyeong-2-dong,Morning,7,1,1,,,2,,2,,,,,,,,,,,1,,,,,
06/01/2020,12:43:00,12,Mon,18300,Hupyeong-3-dong,Morning,4,1,,,,1,,,,1,,,,,,1,,,,,,,,
06/01/2020,12:50:00,12,Mon,17300,Mion-dong,Morning,4,,,,,2,,1,,,,,,,1,,,,,,,,,
06/01/2020,16:00:00,16,Mon,14300,Mion-dong,Evening,3,1,,,1,,,,,1,,,,,,,,,,,,,,
06/01/2020,16:30:00,16,Mon,14000,Hupyeong-2-dong,Evening,4,,,1,,2,,,,1,,,,,,,,,,,,,,
08/01/2020,11:15:00,11,Wed,18100,Hoza-2-dong,Morning,4,3,,,,,,,,,,,,,,,,,,1,,,,
08/01/2020,11:26:00,11,Wed,26000,Hupyeong-1-dong,Morning,5,5,,,,,,,,,,,,,,,,,,,,,,
08/01/2020,12:42:00,12,Wed,22600,Soyang-dong,Morning,5,2,1,,,1,,,1,,,,,,,,,,,,,,,
08/01/2020,12:47:00,12,Wed,30300,Sinsa U-dong,Morning,6,1,,,,1,3,1,,,,,,,,,,,,,,,,
08/01/2020,13:08:00,13,Wed,21200,Hupyeong-3-dong,Afternoon,4,4,,,,,,,,,,,,,,,,,,,,,,
08/01/2020,13:15:00,13,Wed,41400,Hupyeong-3-dong,Afternoon,9,3,,,,2,,2,,,,,,,,,,,2,,,,,
08/01/2020,13:31:00,13,Wed,18300,Toege-dong,Afternoon,4,1,2,,,,,,,1,,,,,,,,,,,,,,
08/01/2020,15:19:00,15,Wed,27200,Namion-dong,Afternoon,6,4,,,,,,,,,,,,,,,,,,2,,,,
08/01/2020,15:42:00,15,Wed,19800,Go-dong,Afternoon,4,2,,,,,,1,,,,,,1,,,,,,,,,,
08/01/2020,16:33:00,16,Wed,26900,Sinsa U-dong,Evening,5,3,,,1,,,,,,,,,,,,,,1,,,,,
09/01/2020,11:12:00,11,Thur,35700,Seoksa-dong,Morning,7,4,,,,,,2,,,,,,,,1,,,,,,,,
09/01/2020,11:39:00,11,Thur,28300,Hupyeong-2-dong,Morning,7,2,1,1,,1,,,,,,,,,,1,,,1,,,,,
09/01/2020,12:09:00,12,Thur,17000,Hupyeong-2-dong,Morning,4,2,2,,,,,,,,,,,,,,,,,,,,,
09/01/2020,12:27:00,12,Thur,28800,Mion-dong,Morning,7,1,,,,,,2,,1,,,,,,,,,1,2,,,,
09/01/2020,12:34:00,12,Thur,18300,Hupyeong-3-dong,Morning,4,1,2,,,,,1,,,,,,,,,,,,,,,,
09/01/2020,13:44:00,13,Thur,21900,Hupyeong-3-dong,Afternoon,5,2,,,1,,,,,,,,,,1,,,,,1,,,,
09/01/2020,13:59:00,13,Thur,19800,Joun-dong,Afternoon,4,1,,,1,,,1,,,,,,,,,,,1,,,,,
09/01/2020,15:22:00,15,Thur,23300,Mion-dong,Afternoon,6,1,1,,,,,,,1,,,,,,,,,1,2,,,,
09/01/2020,15:42:00,15,Thur,19600,Hoza-3-dong,Afternoon,4,2,1,,,,,,,,,,,,,1,,,,,,,,
09/01/2020,15:59:00,15,Thur,17600,Soyang-dong,Afternoon,4,2,1,,,,,,,,,,,,,,,,,1,,,,
09/01/2020,16:00:00,16,Thur,14800,Hoza-2-dong,Evening,3,1,1,,,,,,,,,,,,,1,,,,,,,,
09/01/2020,17:00:00,17,Thur,14800,Hupyeong-1-dong,Evening,3,1,,,,1,,,,,,,,,,1,,,,,,,,
10/01/2020,11:07:00,11,Fri,16300,Seoksa-dong,Morning,3,1,,,,,,1,1,,,,,,,,,,,,,,,
10/01/2020,12:51:00,12,Fri,21800,Mion-dong,Morning,5,1,,,1,,,,1,,,,,,,,,,,1,1,,,
10/01/2020,12:57:00,12,Fri,19600,Hupyeong-1-dong,Morning,4,2,,,,,,1,,1,,,,,,,,,,,,,,
10/01/2020,13:42:00,13,Fri,20100,Hupyeong-3-dong,Afternoon,4,2,,,,,,,1,,,,,1,,,,,,,,,,
10/01/2020,13:51:00,13,Fri,15800,Hupyeong-1-dong,Afternoon,3,1,,,,,,1,,,,,,,,,,,,,1,,,
10/01/2020,14:11:00,14,Fri,14300,Mion-dong,Afternoon,3,1,,,1,,,,,1,,,,,,,,,,,,,,
10/01/2020,14:48:00,14,Fri,19300,Gangnam-dong,Afternoon,4,1,,,,,,,,,,,,,,,,,2,1,,,,
10/01/2020,15:10:00,15,Fri,19300,Go-dong,Afternoon,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,
11/01/2020,11:03:00,11,Sat,29000,Hoza-2-dong,Morning,6,,,,,,,6,,,,,,,,,,,,,,,,
11/01/2020,13:03:00,13,Sat,20600,Hupyeong-3-dong,Afternoon,4,2,,,,,,2,,,,,,,,,,,,,,,,
11/01/2020,13:11:00,13,Sat,15100,Soyang-dong,Afternoon,3,1,,,,,,1,,,,,,,1,,,,,,,,,
11/01/2020,13:16:00,13,Sat,19600,Toege-dong,Afternoon,4,2,,,,1,,,,1,,,,,,,,,,,,,,
11/01/2020,14:09:00,14,Sat,14800,Hoza-2-dong,Afternoon,3,2,,,1,,,,,,,,,,,,,,,,,,,
11/01/2020,14:19:00,14,Sat,18300,Hupyeong-3-dong,Afternoon,4,1,,,,2,,,,,,,,,,1,,,,,,,,
11/01/2020,15:10:00,15,Sat,15800,Hupyeong-2-dong,Afternoon,3,1,,,,,,,,,,,,,,,,1,1,,,,,
11/01/2020,15:42:00,15,Sat,15800,Soyang-dong,Afternoon,3,1,,,,,,,,,,,,,,2,,,,,,,,
12/01/2020,11:03:00,11,Sun,21800,Hoza-1-dong,Morning,5,1,,,,,,,,1,,,,2,,,,,,1,,,,
12/01/2020,11:03:00,11,Sun,17300,Hupyeong-2-dong,Morning,4,2,,,,,,,1,,,,,,,,,,,1,,,,
12/01/2020,12:16:00,12,Sun,44100,Hupyeong-3-dong,Morning,11,,2,,,2,,,4,,,,,,2,1,,,,,,,,
12/01/2020,12:19:00,12,Sun,45400,Joun-dong,Morning,10,8,1,1,,,,,,,,,,,,,,,,,,,,
12/01/2020,12:30:00,12,Sun,16000,Hoza-3-dong,Morning,4,,1,1,,,,,,,1,,,,,1,,,,,,,,
12/01/2020,12:42:00,12,Sun,18000,Hupyeong-3-dong,Morning,4,,1,,,1,,,,,,,,,,1,,,,,,1,,
12/01/2020,13:23:00,13,Sun,18300,Seoksa-dong,Afternoon,4,1,1,,,2,,,,,,,,,,,,,,,,,,
12/01/2020,14:11:00,14,Sun,14800,Soyang-dong,Afternoon,3,1,1,,,,,1,,,,,,,,,,,,,,,,
12/01/2020,14:19:00,14,Sun,24400,Go-dong,Afternoon,5,3,,,,,,,,1,,,,,,,,,1,,,,,
12/01/2020,14:31:00,14,Sun,14500,Mion-dong,Afternoon,4,,1,1,1,,,,,1,,,,,,,,,,,,,,
12/01/2020,16:05:00,16,Sun,14500,Hupyeong-1-dong,Evening,3,,,,2,,,,,,,,,,,,,,1,,,,,
12/01/2020,16:23:00,16,Sun,19600,Hupyeong-1-dong,Evening,4,2,,,2,,,,,,,,,,,,,,,,,,,
12/01/2020,16:30:00,16,Sun,17000,Hupyeong-1-dong,Evening,4,,,,,,2,,,1,,,,,,,,,,1,,,,
12/01/2020,17:05:00,17,Sun,21300,Go-dong,Evening,5,1,1,1,,,,,,,,,,1,,,1,,,,,,,
13/01/2020,11:52:00,11,Mon,20300,Hupyeong-2-dong,Morning,4,1,,,,,,1,,,,,,1,,,,,,,1,,,
13/01/2020,11:59:00,11,Mon,15300,Mion-dong,Morning,3,1,,,1,,,1,,,,,,,,,,,,,,,,
13/01/2020,12:23:00,12,Mon,19000,Toege-dong,Morning,4,,2,,,,,,,,,,,,,2,,,,,,,,
13/01/2020,13:49:00,13,Mon,19300,Hupyeong-3-dong,Afternoon,4,1,,,,1,,,,,,,,,,,,,,,1,1,,
13/01/2020,15:44:00,15,Mon,15100,Mion-dong,Afternoon,3,2,,,,1,,,,,,,,,,,,,,,,,,
13/01/2020,15:50:00,15,Mon,20500,Hoza-3-dong,Afternoon,3,,,,,,,,,,1,,,,,,,,,,1,1,,
13/01/2020,15:52:00,15,Mon,14800,Hupyeong-3-dong,Afternoon,3,1,,,,,,,,1,,,,1,,,,,,,,,,
13/01/2020,16:55:00,16,Mon,14500,Soyang-dong,Evening,4,,,1,,1,,,1,1,,,,,,,,,,,,,,
15/01/2020,11:04:00,11,Wed,20300,Sinsa U-dong,Morning,4,1,1,,,1,,1,,,,,,,,,,,,,,,,
15/01/2020,11:08:00,11,Wed,17300,Joun-dong,Morning,4,1,,,,1,,,,,,,,,,1,,,,1,,,,
15/01/2020,11:24:00,11,Wed,15500,Hupyeong-3-dong,Morning,3,,,,,,,,1,,1,,,,,,1,,,,,,,
15/01/2020,11:28:00,11,Wed,116500,Seoksa-dong,Morning,25,10,,,,,,10,,2,,,,,,3,,,,,,,,
15/01/2020,12:19:00,12,Wed,16000,Hupyeong-2-dong,Morning,4,,1,1,,,,,1,,,,,,,,1,,,,,,,
15/01/2020,13:01:00,13,Wed,18300,Soyang-dong,Afternoon,4,1,1,,,,,1,,1,,,,,,,,,,,,,,
15/01/2020,13:16:00,13,Wed,15000,Toege-dong,Afternoon,3,,,,,,,,1,1,1,,,,,,,,,,,,,
15/01/2020,13:22:00,13,Wed,26300,Hupyeong-3-dong,Afternoon,6,1,1,,,2,,,,,,,,1,,,,,1,,,,,
15/01/2020,14:46:00,14,Wed,18800,Hupyeong-3-dong,Afternoon,4,1,1,,1,,,,,,,,,,,1,,,,,,,,
16/01/2020,11:28:00,11,Thur,18800,Seoksa-dong,Morning,4,1,1,,,1,,,,,,,,,,,,,,,,,,1
16/01/2020,14:09:00,14,Thur,14800,Mion-dong,Afternoon,3,1,1,,,,1,,,,,,,,,,,,,,,,,
