Date,Time,Hours,day of week,total,Place Eng,Day Time ,Amount of items ,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
08/11/2019,11:36:00,11,Fri,16400,Gangnam-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
08/11/2019,12:56:00,12,Fri,16400,Go-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
08/11/2019,13:03:00,13,Fri,19900,Seoksa-dong,Afternoon,4,3,,,,,,,,1,,,,,,,,,,,,,,
08/11/2019,13:12:00,13,Fri,36000,Mion-dong,Afternoon,8,,,,2,1,,1,,,,,,,,,,2,2,,,,,
08/11/2019,14:12:00,14,Fri,23300,Gangnam-dong,Afternoon,7,1,2,2,,,,,1,,,,,,,,,,,1,,,,
08/11/2019,14:46:00,14,Fri,15600,Hupyeong-1-dong,Afternoon,3,2,,,,,,,1,,,,,,,,,,,,,,,
08/11/2019,15:01:00,15,Fri,14800,Toege-dong,Afternoon,3,1,1,,,,,1,,,,,,,,,,,,,,,,
08/11/2019,15:02:00,15,Fri,27800,Hupyeong-3-dong,Afternoon,7,1,1,1,1,1,,,1,,,,,,,,,,1,,,,,
08/11/2019,15:12:00,15,Fri,30000,Seoksa-dong,Afternoon,8,1,1,1,,,,,,2,1,,,,,,1,,,1,,,,
09/11/2019,11:36:00,11,Sat,35700,Soyang-dong,Morning,8,4,,,,1,,1,1,,,,,,,,,,,1,,,,
09/11/2019,11:36:00,11,Sat,27300,Hupyeong-2-dong,Morning,6,1,1,,,,,1,,1,,,,,,1,,,1,,,,,
09/11/2019,11:36:00,11,Sat,26100,Shin Dong-myeon,Morning,7,2,,,,1,,,,1,,,,,,1,,,,2,,,,
09/11/2019,11:36:00,11,Sat,21300,Soyang-dong,Morning,5,,,,,,,,1,2,,,,,1,,,,,,1,,,
09/11/2019,11:36:00,11,Sat,20600,Toege-dong,Morning,4,2,,,,,,2,,,,,,,,,,,,,,,,
09/11/2019,11:36:00,11,Sat,19300,Hupyeong-1-dong,Morning,4,,,,,,,1,,,1,,,,1,1,,,,,,,,
09/11/2019,11:36:00,11,Sat,18800,Seoksa-dong,Morning,4,2,,,,1,,,,,,,,,,1,,,,,,,,
09/11/2019,11:36:00,11,Sat,18300,Hupyeong-3-dong,Morning,4,1,,,,,,1,,,,,,,,,,,1,1,,,,
09/11/2019,11:36:00,11,Sat,14800,Mion-dong,Morning,3,1,1,,,,1,,,,,,,,,,,,,,,,,
09/11/2019,14:06:00,14,Sat,15800,Hupyeong-1-dong,Afternoon,3,1,,,,,1,,,,,,,,,,,,1,,,,,
09/11/2019,14:48:00,14,Sat,15800,Go-dong,Afternoon,4,1,1,1,1,,,,,,,,,,,,,,,,,,,
09/11/2019,15:40:00,15,Sat,14800,Soyang-dong,Afternoon,3,1,1,,,,,1,,,,,,,,,,,,,,,,
09/11/2019,16:23:00,16,Sat,14800,Soyang-dong,Evening,3,1,1,,,,,,,,,,,,,,,,1,,,,,
09/11/2019,16:49:00,16,Sat,15800,Hoza-2-dong,Evening,4,2,1,1,,,,,,,,,,,,,,,,,,,,
10/11/2019,11:04:00,11,Sun,18000,Yaksamong-dong,Morning,4,,,,,,,,,2,,,,,,2,,,,,,,,
10/11/2019,11:06:00,11,Sun,14800,Hoza-2-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
10/11/2019,11:10:00,11,Sun,21100,Sinsa U-dong,Morning,4,2,,,,,1,,1,,,,,,,,,,,,,,,
10/11/2019,11:20:00,11,Sun,32800,Hupyeong-3-dong,Morning,6,1,,,1,,,1,1,,,,,,,,1,,,,,1,,
10/11/2019,11:27:00,11,Sun,17000,Mion-dong,Morning,4,,,,,1,,,,,,,,,,,,,2,1,,,,
10/11/2019,11:27:00,11,Sun,15400,Hoza-2-dong,Morning,3,2,,,,,,,,,,,,,1,,,,,,,,,
10/11/2019,11:29:00,11,Sun,19600,Hupyeong-3-dong,Morning,4,2,1,,,,,,,,,,,,,,,,1,,,,,
10/11/2019,11:41:00,11,Sun,15800,Seoksa-dong,Morning,3,1,,,,,,,,,1,,,,,,,,,,1,,,
10/11/2019,11:44:00,11,Sun,16100,Hupyeong-3-dong,Morning,3,2,,,,,,1,,,,,,,,,,,,,,,,
10/11/2019,11:55:00,11,Sun,29100,Soyang-dong,Morning,6,2,,,1,,1,1,,,,,,1,,,,,,,,,,
10/11/2019,12:11:00,12,Sun,19300,Hoza-1-dong,Morning,4,1,,,,,,,,1,,,,2,,,,,,,,,,
10/11/2019,12:45:00,12,Sun,14800,Hupyeong-3-dong,Morning,3,1,1,,,,,,,,,,,,,,,,1,,,,,
10/11/2019,13:09:00,13,Sun,23800,Mion-dong,Afternoon,6,1,,,,,,,,,,,,,,,1,,,3,1,,,
10/11/2019,13:10:00,13,Sun,19800,Hupyeong-1-dong,Afternoon,4,1,,,,,,1,,,,,,,,,,,1,,,,,1
10/11/2019,13:35:00,13,Sun,24600,Hupyeong-2-dong,Afternoon,4,3,,,,,,1,,,,,,,,,,,,,,,,
10/11/2019,14:21:00,14,Sun,18600,Hoza-2-dong,Afternoon,4,2,1,,,,,,,1,,,,,,,,,,,,,,
10/11/2019,15:32:00,15,Sun,20900,Sinsa U-dong,Afternoon,4,3,1,,,,,,,,,,,,,,,,,,,,,
10/11/2019,15:52:00,15,Sun,15800,Soyang-dong,Afternoon,3,1,,,,,,1,,,,,,,,,,,,,1,,,
11/11/2019,11:32:00,11,Mon,26600,Hoza-2-dong,Morning,6,2,3,,,,,,,,,,,,,1,,,,,,,,
11/11/2019,12:00:00,12,Mon,18600,Hupyeong-2-dong,Morning,4,2,1,,,,,,,,,,,,,1,,,,,,,,
11/11/2019,12:59:00,12,Mon,15300,Soyang-dong,Morning,3,1,,,1,,,,,,,,,,,,,1,,,,,,
11/11/2019,14:00:00,14,Mon,19300,Mion-dong,Afternoon,4,1,1,,,,1,1,,,,,,,,,,,,,,,,
11/11/2019,14:39:00,14,Mon,20300,Seoksa-dong,Afternoon,4,1,1,1,,,,1,,,,,,,,,,,,,,,,
11/11/2019,17:25:00,17,Mon,28300,Seoksa-dong,Evening,6,1,1,1,,,,1,1,,,,,,,,,,1,,,,,
13/11/2019,11:05:00,11,Wed,22300,Mion-dong,Morning,5,1,1,,1,1,,1,,,,,,,,,,,,,,,,
13/11/2019,11:37:00,11,Wed,30100,Hupyeong-1-dong,Morning,8,3,2,2,,,,1,,,,,,,,,,,,,,,,
13/11/2019,11:46:00,11,Wed,15800,Hupyeong-3-dong,Morning,3,1,,,,,,,,,1,,,,,1,,,,,,,,
13/11/2019,12:04:00,12,Wed,15800,Mion-dong,Morning,3,1,,,,,,2,,,,,,,,,,,,,,,,
13/11/2019,12:29:00,12,Wed,15300,Toege-dong,Morning,3,1,,,,,,,,1,,,,,,,1,,,,,,,
13/11/2019,14:45:00,14,Wed,14800,Hupyeong-1-dong,Afternoon,3,1,1,,,,,,,,,,,,,,,,1,,,,,
13/11/2019,16:23:00,16,Wed,15800,Hoza-3-dong,Evening,3,1,,,,,,1,,,,,,1,,,,,,,,,,
13/11/2019,17:22:00,17,Wed,15100,Hoza-3-dong,Evening,3,1,,,,,,,,,,,,1,1,,,,,,,,,
14/11/2019,11:02:00,11,Thur,16400,Toege-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
14/11/2019,12:52:00,12,Thur,16300,Seoksa-dong,Morning,4,1,1,1,,,,,,,,,,1,,,,,,,,,,
14/11/2019,13:10:00,13,Thur,39300,Hupyeong-3-dong,Afternoon,8,1,,,1,2,,1,,,,,,1,,,,,1,,1,,,
15/11/2019,11:50:00,11,Fri,18500,Mion-dong,Morning,4,,,,1,,,1,,1,,,,,,,,,1,,,,,
15/11/2019,13:06:00,13,Fri,14800,Hupyeong-2-dong,Afternoon,3,1,,,,1,,,,,,,,,,1,,,,,,,,
15/11/2019,13:09:00,13,Fri,16100,Seoksa-dong,Afternoon,3,2,,,,,,,,,,,,1,,,,,,,,,,
15/11/2019,13:44:00,13,Fri,18500,Hupyeong-2-dong,Afternoon,5,,1,,,,,,,1,,,,,,1,,,,2,,,,
15/11/2019,14:39:00,14,Fri,17300,Hupyeong-3-dong,Afternoon,4,1,,,,3,,,,,,,,,,,,,,,,,,
15/11/2019,15:19:00,15,Fri,14800,Hupyeong-1-dong,Afternoon,3,1,,,,,,1,,1,,,,,,,,,,,,,,
15/11/2019,16:30:00,16,Fri,70700,Mion-dong,Evening,17,4,5,,,4,,,,,,,,,,4,,,,,,,,
16/11/2019,11:07:00,11,Sat,23800,Hoza-1-dong,Morning,6,2,1,,,1,,,,1,,,,,,,,,,1,,,,
16/11/2019,11:18:00,11,Sat,15100,Hupyeong-2-dong,Morning,3,2,1,,,,,,,,,,,,,,,,,,,,,
16/11/2019,12:21:00,12,Sat,18500,Hoza-2-dong,Morning,4,,,,,1,,,1,,,,,,,,,1,,,1,,,
16/11/2019,13:38:00,13,Sat,21100,Mion-dong,Afternoon,5,2,,,,,,,,,,,,,,1,,,,2,,,,
16/11/2019,14:15:00,14,Sat,16600,Hupyeong-1-dong,Afternoon,4,2,1,1,,,,,,,,,,,,,,,,,,,,
16/11/2019,14:21:00,14,Sat,24800,Hupyeong-3-dong,Afternoon,6,1,1,1,,,,1,1,,,,,,,,,,,,1,,,
16/11/2019,16:13:00,16,Sat,19100,Seoksa-dong,Evening,4,2,,,,1,,,1,,,,,,,,,,,,,,,
16/11/2019,16:21:00,16,Sat,14300,Hoza-3-dong,Evening,3,1,1,,1,,,,,,,,,,,,,,,,,,,
17/11/2019,11:06:00,11,Sun,26300,Hupyeong-3-dong,Morning,6,1,1,,,2,,,,,,,,,,,,,1,,1,,,
17/11/2019,11:07:00,11,Sun,23800,Mion-dong,Morning,5,1,1,,,,,1,,,,,,,,,,,1,,1,,,
17/11/2019,11:07:00,11,Sun,22300,Mion-dong,Morning,5,2,1,,,1,,,,,,,,,,1,,,,,,,,
17/11/2019,11:07:00,11,Sun,14800,Hoza-2-dong,Morning,3,1,,,,1,,1,,,,,,,,,,,,,,,,
17/11/2019,11:09:00,11,Sun,15800,Mion-dong,Morning,3,1,,,1,,,,,,,,,,,,1,,,,,,,
17/11/2019,11:24:00,11,Sun,16500,Hoza-2-dong,Morning,4,1,1,,,1,,,,1,,,,,,,,,,,,,,
17/11/2019,11:40:00,11,Sun,17500,Seoksa-dong,Morning,4,,1,,1,,,,,1,,,,1,,,,,,,,,,
17/11/2019,11:57:00,11,Sun,16300,Hoza-2-dong,Morning,4,1,1,,,1,,,,,,,,,,,,,,1,,,,
17/11/2019,12:01:00,12,Sun,19600,Toege-dong,Morning,4,2,,,,1,,,,,,,,,,1,,,,,,,,
17/11/2019,13:18:00,13,Sun,23300,Hoza-1-dong,Afternoon,5,2,1,,,,,,,,,,,1,,,,,,,1,,,
17/11/2019,14:10:00,14,Sun,18100,Hoza-2-dong,Afternoon,4,3,,,,,,,,,,,,,,,,,,1,,,,
17/11/2019,14:12:00,14,Sun,14000,Hoza-3-dong,Afternoon,3,,,,1,1,,1,,,,,,,,,,,,,,,,
17/11/2019,14:23:00,14,Sun,23500,Hoza-1-dong,Afternoon,5,,1,,,,,1,1,,,,,,,1,1,,,,,,,
17/11/2019,15:25:00,15,Sun,17300,Yaksamong-dong,Afternoon,4,1,1,,,,1,,,,,,,,,,,,,1,,,,
17/11/2019,15:55:00,15,Sun,20600,Hupyeong-3-dong,Afternoon,4,2,,,,,,,,,,,,,,,,,,,2,,,
17/11/2019,15:58:00,15,Sun,14800,Hupyeong-1-dong,Afternoon,3,2,,,1,,,,,,,,,,,,,,,,,,,
17/11/2019,16:45:00,16,Sun,14500,Seoksa-dong,Evening,3,2,,,,,1,,,,,,,,,,,,,,,,,
18/11/2019,11:11:00,11,Mon,18000,Mion-dong,Morning,4,,,,,1,,1,,1,,,,,,,,,1,,,,,
18/11/2019,11:16:00,11,Mon,15100,Hoza-2-dong,Morning,3,2,,,,1,,,,,,,,,,,,,,,,,,
18/11/2019,13:55:00,13,Mon,14000,Hupyeong-1-dong,Afternoon,3,,1,,,,,1,1,,,,,,,,,,,,,,,
18/11/2019,14:36:00,14,Mon,28800,Mion-dong,Afternoon,7,1,,,,,1,1,,1,,,,,,,,,,2,1,,,
18/11/2019,15:17:00,15,Mon,22800,Mion-dong,Afternoon,5,1,2,,,,,1,,,,,,,,,,,,,1,,,
20/11/2019,11:08:00,11,Wed,28100,Hoza-2-dong,Morning,7,2,3,1,,,,,,,,,,,,1,,,,,,,,
20/11/2019,12:46:00,12,Wed,17300,Namion-dong,Morning,4,1,1,,,,1,,,,,,,,,,,,1,,,,,
20/11/2019,12:59:00,12,Wed,20300,Sinsa U-dong,Morning,4,1,1,,,,,1,,,,,,,,,,,,,1,,,
20/11/2019,13:24:00,13,Wed,23800,Hupyeong-3-dong,Afternoon,5,1,,,,1,,1,,,,,,1,,,,,1,,,,,
20/11/2019,15:52:00,15,Wed,15000,Mion-dong,Afternoon,4,,1,1,,,,,,1,,,,,,,,,1,,,,,
20/11/2019,16:28:00,16,Wed,16300,Mion-dong,Evening,4,1,1,1,,,1,,,,,,,,,,,,,,,,,
20/11/2019,16:59:00,16,Wed,15500,Hupyeong-3-dong,Evening,4,,,,,2,,,1,,,,,,,,,,,1,,,,
21/11/2019,11:08:00,11,Thur,26000,Mion-dong,Morning,5,5,,,,,,,,,,,,,,,,,,,,,,
21/11/2019,14:44:00,14,Thur,19600,Hupyeong-2-dong,Afternoon,4,2,,,2,,,,,,,,,,,,,,,,,,,
21/11/2019,16:37:00,16,Thur,16000,Hupyeong-2-dong,Evening,4,,,,,4,,,,,,,,,,,,,,,,,,
22/11/2019,12:25:00,12,Fri,21000,Mion-dong,Morning,5,1,,,,3,,,,,,,,,,,,,1,,,,,
22/11/2019,12:25:00,12,Fri,16300,Hoza-2-dong,Morning,4,1,1,1,,,,,,,,,,1,,,,,,,,,,
22/11/2019,16:02:00,16,Fri,12800,Namion-dong,Evening,3,1,,,,1,,,,,,,,,,1,,,,,,,,
22/11/2019,17:05:00,17,Fri,16600,Hupyeong-3-dong,Evening,4,2,1,1,,,,,,,,,,,,,,,,,,,,
23/11/2019,11:55:00,11,Sat,19300,Hupyeong-2-dong,Morning,4,1,1,,,,1,1,,,,,,,,,,,,,,,,
23/11/2019,12:00:00,12,Sat,36100,Hupyeong-1-dong,Morning,8,2,,,,2,,2,,,,,,1,,,,,,,,,,1
23/11/2019,13:30:00,13,Sat,17800,Soyang-dong,Afternoon,4,1,1,,1,,,,,1,,,,,,,,,,,,,,
23/11/2019,13:44:00,13,Sat,18800,Hupyeong-1-dong,Afternoon,4,1,,,,,,1,1,1,,,,,,,,,,,,,,
23/11/2019,14:39:00,14,Sat,14300,Toege-dong,Afternoon,3,1,,,,1,,,1,,,,,,,,,,,,,,,
23/11/2019,15:23:00,15,Sat,14800,Hoza-2-dong,Afternoon,3,1,,,,1,,,,,,,,,,,,1,,,,,,
23/11/2019,15:30:00,15,Sat,22300,Hupyeong-2-dong,Afternoon,5,1,,,1,2,,1,,,,,,,,,,,,,,,,
23/11/2019,15:54:00,15,Sat,19500,Soyang-dong,Afternoon,5,,1,1,,1,,1,,,,,,,,,,,1,,,,,
23/11/2019,16:15:00,16,Sat,15300,Hupyeong-3-dong,Evening,3,2,,,,,,,,,,,,,,,,,,,,1,,
24/11/2019,11:29:00,11,Sun,19800,Hoza-3-dong,Morning,4,1,,,,,1,,1,,,,,,,,,,1,,,,,
24/11/2019,12:21:00,12,Sun,20800,Toege-dong,Morning,4,1,,,,,,,,,,,,,,,1,,2,,,,,
24/11/2019,12:26:00,12,Sun,18300,Mion-dong,Morning,4,1,1,,,,,,2,,,,,,,,,,,,,,,
24/11/2019,12:56:00,12,Sun,33700,Hupyeong-1-dong,Morning,7,4,1,,,,,,1,,,,,,,,1,,,,,,,
24/11/2019,12:57:00,12,Sun,14500,Hupyeong-1-dong,Morning,3,,,,,1,1,,,,1,,,,,,,,,,,,,
24/11/2019,13:00:00,13,Sun,17300,Sinsa U-dong,Afternoon,4,1,1,1,,,,,,,,,,1,,,,,,,,,,
24/11/2019,13:13:00,13,Sun,14800,Mion-dong,Afternoon,3,1,1,,,,,,,,,,,,,,,,1,,,,,
24/11/2019,13:34:00,13,Sun,39000,Hupyeong-3-dong,Afternoon,8,,,,1,,2,,,1,1,,,1,,,,,1,1,,,,
24/11/2019,13:39:00,13,Sun,18800,Joun-dong,Afternoon,4,1,1,,1,,,1,,,,,,,,,,,,,,,,
24/11/2019,13:44:00,13,Sun,20300,Go-dong,Afternoon,4,1,,,,,,2,,,,,,,,,,,1,,,,,
24/11/2019,13:53:00,13,Sun,19300,Toege-dong,Afternoon,4,1,1,,,,,,,,,,,,,1,,,,,1,,,
24/11/2019,14:27:00,14,Sun,14100,Toege-dong,Afternoon,3,2,,,,,,,,,,,,,,,,,,1,,,,
24/11/2019,14:59:00,14,Sun,18800,Mion-dong,Afternoon,4,1,,,3,,,,,,,,,,,,,,,,,,,
24/11/2019,16:32:00,16,Sun,19500,Hupyeong-2-dong,Evening,5,1,1,1,1,,,,,,,,,,,,,,1,,,,,
25/11/2019,11:05:00,11,Mon,19800,Go-dong,Morning,5,1,,,,1,,,,2,,,,,,,,,,1,,,,
25/11/2019,11:08:00,11,Mon,18800,Gangnam-dong,Morning,4,1,,,,1,,1,1,,,,,,,,,,,,,,,
25/11/2019,11:31:00,11,Mon,54100,Soyang-dong,Morning,13,1,,1,,3,,,,5,2,,,,,,1,,,,,,,
25/11/2019,12:25:00,12,Mon,18000,Mion-dong,Morning,4,,,,,1,2,,,1,,,,,,,,,,,,,,
25/11/2019,12:54:00,12,Mon,26300,Sinsa U-dong,Morning,5,1,1,,,,,1,,,,,,,,,,,1,1,,,,
25/11/2019,13:42:00,13,Mon,15800,Hupyeong-1-dong,Afternoon,3,1,,,,,2,,,,,,,,,,,,,,,,,
25/11/2019,14:00:00,14,Mon,14800,Hoza-3-dong,Afternoon,3,1,,,,1,,,,,,,,,,,,,1,,,,,
27/11/2019,12:02:00,12,Wed,33400,Toege-dong,Morning,7,3,1,,,,,1,,,,,,,,,,,2,,,,,
27/11/2019,12:35:00,12,Wed,15300,Hoza-3-dong,Morning,4,1,1,1,,,,,,1,,,,,,,,,,,,,,
27/11/2019,12:59:00,12,Wed,15800,Toege-dong,Morning,3,1,,,,,,1,,,,,,,,,,,1,,,,,
27/11/2019,13:07:00,13,Wed,14800,Hoza-3-dong,Afternoon,3,2,,,1,,,,,,,,,,,,,,,,,,,
27/11/2019,13:34:00,13,Wed,17300,Hoza-1-dong,Afternoon,4,1,,,,2,,,,1,,,,,,,,,,,,,,
27/11/2019,14:00:00,14,Wed,14100,Mion-dong,Afternoon,3,1,1,,,,,,,,,,,,1,,,,,,,,,
27/11/2019,14:16:00,14,Wed,16500,Seoksa-dong,Afternoon,4,,1,,,,,,,2,,,,,,,,,,,,,,1
28/11/2019,11:48:00,11,Thur,38600,Gangnam-dong,Morning,8,2,,,,,,2,,,,,,,,2,,,2,,,,,
28/11/2019,12:53:00,12,Thur,15300,Go-dong,Morning,3,1,,,,,,,1,,,,,,,,,,,,1,,,
28/11/2019,13:15:00,13,Thur,25300,Hupyeong-2-dong,Afternoon,5,1,,,,,1,1,,,,,,,,,1,,,,1,,,
28/11/2019,13:16:00,13,Thur,17500,Hoza-3-dong,Afternoon,5,,1,1,,1,,,,,,,,,,,,,,1,1,,,
28/11/2019,14:15:00,14,Thur,18300,Mion-dong,Afternoon,4,1,1,,,,,1,,1,,,,,,,,,,,,,,
28/11/2019,14:28:00,14,Thur,15100,Hoza-3-dong,Afternoon,3,2,1,,,,,,,,,,,,,,,,,,,,,
28/11/2019,14:48:00,14,Thur,40000,Seoksa-dong,Afternoon,7,5,1,,,,,,,1,,,,,,,,,,,,,,
28/11/2019,15:09:00,15,Thur,19300,Sinsa U-dong,Afternoon,4,1,1,,,1,,,,,,,,1,,,,,,,,,,
29/11/2019,11:05:00,11,Fri,15800,Mion-dong,Morning,3,1,,,,,,1,,,,,,1,,,,,,,,,,
29/11/2019,12:03:00,12,Fri,16300,Gangnam-dong,Morning,4,1,,,,1,,,,1,,,,,,,,,,1,,,,
29/11/2019,12:50:00,12,Fri,15800,Hupyeong-3-dong,Morning,3,1,,,,,,1,,,1,,,,,,,,,,,,,
29/11/2019,13:23:00,13,Fri,19300,Hupyeong-2-dong,Afternoon,4,1,,,,,,1,,1,,,,,,1,,,,,,,,
29/11/2019,13:31:00,13,Fri,25000,Hupyeong-1-dong,Afternoon,6,1,,,,1,1,,1,2,,,,,,,,,,,,,,
29/11/2019,13:39:00,13,Fri,17300,Hupyeong-1-dong,Afternoon,4,1,1,,,,,,,,,,,,,1,,,,1,,,,
29/11/2019,14:42:00,14,Fri,15300,Seoksa-dong,Afternoon,3,1,,,1,,,1,,,,,,,,,,,,,,,,
29/11/2019,15:05:00,15,Fri,14300,Hupyeong-3-dong,Afternoon,3,1,,,,1,,,1,,,,,,,,,,,,,,,
29/11/2019,15:27:00,15,Fri,15000,Mion-dong,Afternoon,3,,,,,1,,,,,1,,,,,,1,,,,,,,
29/11/2019,15:30:00,15,Fri,14800,Hoza-2-dong,Afternoon,3,1,1,,,,,,,,,,,,,1,,,,,,,,
29/11/2019,16:12:00,16,Fri,28100,Joun-dong,Evening,6,2,1,,,,,,1,,,,,,,,,1,,,1,,,
30/11/2019,11:01:00,11,Sat,22100,Hupyeong-3-dong,Morning,5,2,1,,,2,,,,,,,,,,,,,,,,,,
30/11/2019,11:09:00,11,Sat,20400,Mion-dong,Morning,4,3,,,1,,,,,,,,,,,,,,,,,,,
30/11/2019,11:10:00,11,Sat,22800,Mion-dong,Morning,5,1,1,,,,2,,,1,,,,,,,,,,,,,,
30/11/2019,11:43:00,11,Sat,15800,Hupyeong-1-dong,Morning,3,1,,,,,1,,,,1,,,,,,,,,,,,,
30/11/2019,11:56:00,11,Sat,31400,Hoza-2-dong,Morning,7,3,3,,,,,,,,,,,,,1,,,,,,,,
30/11/2019,13:01:00,13,Sat,38200,Toege-dong,Afternoon,8,4,,,,,,2,,1,,,,,,1,,,,,,,,
30/11/2019,13:44:00,13,Sat,25100,Yaksamong-dong,Afternoon,5,2,,,,,,2,,,,,,,,1,,,,,,,,
30/11/2019,13:49:00,13,Sat,20300,Seoksa-dong,Afternoon,4,1,,,,,,2,,,,,,,,,,,,,1,,,
30/11/2019,14:24:00,14,Sat,15800,Hoza-2-dong,Afternoon,4,1,1,1,,,,,1,,,,,,,,,,,,,,,
30/11/2019,17:04:00,17,Sat,27600,Hoza-2-dong,Evening,6,2,,,,1,,1,,1,,,,,,,,,1,,,,,
01/12/2019,11:03:00,11,Sun,22100,Hupyeong-3-dong,Morning,4,2,1,,,,,,,1,,,,,,,,,,,,,,
01/12/2019,11:29:00,11,Sun,14800,Soyang-dong,Morning,3,1,,,,1,,,,,,,,,,,,,1,,,,,
